TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,LATITUDE,LONGITUDE
Townhouse for sale,1999000,4,2,2487,40.635305,-73.969848
Condo for sale,4395000,5,5,3498,40.760303,-73.96105
Multi-family home for sale,1290000,6,5,2340,40.583226,-73.818413
House for sale,949900,3,2,1940,40.600663,-73.980811
House for sale,599000,3,2,1232,40.633859,-74.152829
Condo for sale,7500000,4,4,2811,40.712783,-74.009038
House for sale,635000,3,1,500,40.731413,-73.992152
House for sale,1680000,5,2,1584,40.62559,-73.947406
Condo for sale,580000,2,1,667,40.660932,-73.994596
Condo for sale,8575000,2,2,1830,40.768047,-73.983517
House for sale,619000,2,2,804,40.625038,-74.152221
Condo for sale,1200000,3,1,500,40.737743,-74.005293
Co-op for sale,8250000,2,3,3000,40.766019,-73.977547
House for sale,1150000,3,2,1600,40.585195,-73.936874
Condo for sale,375000,1,1,387,40.663708,-73.994963
Condo for sale,2488000,2,2,1483,40.711462,-74.005941
Condo for sale,935000,1,1,713,40.690983,-73.989926
Multi-family home for sale,604200,5,3,2000,40.670355,-73.876708
Condo for sale,5200000,3,4,3400,40.785208,-73.970668
Co-op for sale,329000,2,1,950,40.591141,-73.967677
Co-op for sale,2495000,3,3,2500,40.775138,-73.945787
Co-op for sale,595000,2,2,1075,40.748765,-73.883485
Multi-family home for sale,850000,3,2,1696,40.587072,-74.094436
Townhouse for sale,799000,3,2,1184,40.786579,-73.842276
Co-op for sale,639000,3,1,1100,40.758694,-73.904916
House for sale,2199999,4,2,2848,40.572766,-74.140122
Multi-family home for sale,950000,9,7,3316,40.851264,-73.89444
Multi-family home for sale,850000,3,2,1696,40.587072,-74.094436
Condo for sale,720000,2,1,970,40.747237,-73.902111
Condo for sale,4780000,2,2,1882,40.752444,-73.982986
Condo for sale,760000,1,1,700,40.7636,-73.958352
Condo for sale,2350000,2,2,1628,40.760285,-73.966815
Co-op for sale,339999,1,1,825,40.740213,-73.886883
Co-op for sale,220000,1,1,900,40.872414,-73.885223
Condo for sale,499000,1,1,750,40.740926,-73.902073
Co-op for sale,445000,3,1,550,40.773547,-73.956157
Co-op for sale,299000,1,1,700,40.75856,-73.87738
Condo for sale,4075000,3,3,2150,40.780472,-73.987143
Condo for sale,580000,2,2,950,40.744002,-73.835377
Condo for sale,995000,2,2,1015,40.803098,-73.955974
Condo for sale,1525000,2,2,1329,40.745483,-73.954465
Co-op for sale,1995000,3,3,1800,40.759013,-73.961262
Co-op for sale,217000,1,1,700,40.712688,-73.82825
Condo for sale,468000,1,1,500,40.725653,-73.859614
Multi-family home for sale,1739888,8,3,3375,40.614828,-73.989637
House for sale,650000,5,2,1951,40.893104,-73.85824
House for sale,1690000,10,4,2958,40.586232,-73.95093
Multi-family home for sale,2100000,3,8,7984,40.671868,-73.947826
Co-op for sale,7450000,3,2,5500,40.743999,-73.989854
Co-op for sale,450000,1,1,1115,40.71933,-73.838004
House for sale,629000,3,2,1216,40.571871,-74.12762
Co-op for sale,235000,1,1,660,40.881546,-73.908104
House for sale,485000,3,1,525,40.739218,-73.980552
Condo for sale,1588000,2,2,1108,40.77012,-73.983314
House for sale,2695000,2,2,1750,40.738872,-73.992955
Condo for sale,585000,2,2,988,40.887057,-73.908722
Condo for sale,848880,1,1,713,40.749637,-73.982583
Co-op for sale,268000,1,1,750,40.729553,-73.827208
Condo for sale,3700000,3,3,1756,40.796189,-73.949116
Condo for sale,1125000,1,1,743,40.796176,-73.962094
House for sale,1380000,4,2,2520,40.621792,-74.034384
Condo for sale,2395000,4,3,2155,40.682051,-73.981168
Condo for sale,8525000,4,4,2863,40.779485,-73.956142
Multi-family home for sale,1229000,6,5,2816,40.508632,-74.247023
Co-op for sale,799000,1,1,950,40.741982,-73.980516
Townhouse for sale,1225000,4,4,1821,40.690142,-73.918757
Condo for sale,240000,1,1,800,40.618948,-74.107158
Co-op for sale,165000,1,1,750,40.904655,-73.906611
Co-op for sale,765000,1,2,1000,40.761797,-73.976628
Condo for sale,309000,2,1,862,40.838502,-73.86211
Multi-family home for sale,1250000,6,3,3496,40.640563,-73.907346
Townhouse for sale,2099000,5,4,3200,40.632857,-73.963236
Condo for sale,3795000,3,3,1981,40.763094,-73.964972
Multi-family home for sale,1229000,6,5,2816,40.508632,-74.247023
Condo for sale,8525000,4,4,2863,40.779485,-73.956142
House for sale,1249949,4,4,2720,40.510757,-74.239192
Condo for sale,1075000,2,2,1144,40.691245,-73.915418
Condo for sale,1075000,2,2,1144,40.691245,-73.915418
Condo for sale,750000,1,1,592,40.712002,-73.945383
Condo for sale,1850000,2,2,1322,40.706021,-74.011787
Condo for sale,5250000,3,3,2950,40.760525,-73.972787
Multi-family home for sale,1375000,8,3,3039,40.801985,-73.914497
Co-op for sale,270000,2,1,700,40.776922,-73.907348
Co-op for sale,3585000,3,3,2237,40.780397,-73.986446
House for sale,499000,3,2,1024,40.57576,-74.094358
Condo for sale,595000,1,1,556,40.686977,-73.912614
Multi-family home for sale,5000000,3,3,1845,40.72934,-73.999851
Condo for sale,2995000,2,2,1784,40.762394,-73.973904
Co-op for sale,469900,3,2,1200,40.881927,-73.917282
Co-op for sale,159999,1,1,650,40.841225,-73.92161
House for sale,758000,4,2,1216,40.631852,-73.938209
House for sale,599999,2,2,1048,40.864822,-73.843046
Multi-family home for sale,2100000,8,4,3750,40.688549,-73.919236
House for sale,620000,3,2,1280,40.683738,-73.79675
House for sale,849000,3,2,1890,40.829252,-73.855841
Co-op for sale,469900,3,2,1200,40.881927,-73.917282
Co-op for sale,3250000,3,3,2610,40.764776,-73.967983
Co-op for sale,1575000,2,2,1157,40.777244,-73.986874
Co-op for sale,259000,1,1,570,40.634367,-74.031134
House for sale,2300000,6,4,3850,40.689747,-73.937963
Co-op for sale,950000,2,1,775,40.749707,-73.985924
Condo for sale,749999,3,3,1602,40.625366,-73.908929
Co-op for sale,639000,3,1,1050,40.749516,-73.88223
Condo for sale,2300000,3,3,1700,40.746265,-73.972462
Multi-family home for sale,1698888,10,6,3025,40.760249,-73.812475
Multi-family home for sale,1180000,4,3,1528,40.620459,-73.992863
Condo for sale,6750000,2,2,2320,40.753759,-74.003221
Townhouse for sale,499000,3,2,1890,40.630181,-74.122821
Co-op for sale,600000,1,1,750,40.798665,-73.967898
House for sale,489000,7,3,2500,40.900022,-73.855759
Townhouse for sale,499000,3,2,1890,40.630181,-74.122821
Co-op for sale,600000,1,1,750,40.798665,-73.967898
Co-op for sale,319000,1,1,750,40.578179,-73.973331
Co-op for sale,520000,1,1,730,40.768555,-73.952296
Co-op for sale,689000,1,1,1000,40.754867,-73.964448
Condo for sale,5750000,3,3,3700,40.723152,-73.992722
House for sale,899000,4,2,1400,40.742172,-73.858274
Co-op for sale,1825000,3,2,1500,40.781741,-73.983416
Co-op for sale,232000,1,1,750,40.75837,-73.87924
Condo for sale,1100000,2,1,988,40.798121,-73.972603
Condo for sale,4999000,2,2,1666,40.715351,-74.012844
Multi-family home for sale,1690000,7,7,4600,40.740762,-73.852148
Multi-family home for sale,849999,4,2,2217,40.640561,-73.933387
Condo for sale,1695000,3,2,1827,40.674584,-73.962387
Multi-family home for sale,669000,2,1,2675,40.633031,-74.130121
Condo for sale,2800000,3,2,1687,40.811551,-73.959759
Condo for sale,459000,1,1,548,40.578626,-73.962611
Condo for sale,4995000,3,4,1960,40.765592,-73.976603
Condo for sale,2250000,3,1,1710,40.722873,-74.008308
Condo for sale,989000,3,1,930,40.725996,-73.939399
Co-op for sale,309999,1,1,650,40.758906,-73.906446
Condo for sale,4880000,3,3,2130,40.750099,-73.98381
Condo for sale,600000,1,1,830,40.755354,-73.831927
Condo for sale,5400000,3,4,2515,40.757745,-73.966056
Co-op for sale,240000,1,1,750,40.731466,-73.852704
Townhouse for sale,1790000,4,5,2736,40.756008,-73.942344
Co-op for sale,225000,1,1,622,40.602275,-73.971107
Condo for sale,1625000,1,2,995,40.784203,-73.981603
Condo for sale,385000,2,1,910,40.57955,-74.107721
House for sale,1396000,4,4,2444,40.566452,-74.105116
Multi-family home for sale,1195000,3,3,2400,40.63328,-73.924949
Co-op for sale,599000,1,2,1025,40.775494,-73.946659
Condo for sale,5200000,2,3,1394,40.761255,-73.974483
Co-op for sale,5600000,5,4,3200,40.778127,-73.957979
Co-op for sale,729888,2,2,1600,40.794423,-73.796598
House for sale,949000,4,2,2172,40.614244,-73.901547
House for sale,650000,3,2,1500,40.565916,-74.127465
House for sale,579999,3,2,1152,40.621983,-74.073006
Co-op for sale,535000,3,2,1350,40.760794,-73.825877
Co-op for sale,1250000,2,2,1500,40.765169,-73.966703
Multi-family home for sale,1388000,4,2,2520,40.620978,-73.957202
Condo for sale,550000,1,1,712,40.747292,-73.902194
Multi-family home for sale,2599000,3,6,4662,40.688393,-73.927324
House for sale,840000,3,2,1675,40.861114,-73.843997
Co-op for sale,1250000,2,2,1500,40.765169,-73.966703
House for sale,949000,4,2,2172,40.614244,-73.901547
Condo for sale,2800000,3,3,3341,40.709601,-73.968217
Condo for sale,725000,2,2,800,40.742771,-73.872752
Co-op for sale,349999,2,1,873,40.58444,-73.931612
Co-op for sale,280000,2,1,1050,40.872414,-73.885223
Condo for sale,595000,2,2,739,40.72843,-73.81141
Condo for sale,2350000,2,2,1428,40.741724,-73.983525
Condo for sale,705000,1,1,631,40.771526,-73.933747
Townhouse for sale,599999,3,2,1800,40.591685,-74.077822
Condo for sale,1300000,2,2,1125,40.693612,-73.95993
Condo for sale,1675000,2,2,1294,40.763146,-73.96109
Condo for sale,1395000,2,2,1065,40.741721,-73.955407
Co-op for sale,1450000,1,2,1100,40.738814,-73.985504
Multi-family home for sale,1488000,5,3,1920,40.737193,-73.900139
House for sale,674999,3,2,1310,40.621331,-74.124887
Co-op for sale,329000,1,1,681,40.756476,-73.721201
Condo for sale,1300000,2,2,1125,40.693612,-73.95993
House for sale,685000,3,2,1100,40.535171,-74.183744
House for sale,589000,3,2,1785,40.808668,-73.857282
Condo for sale,2495000,1,2,1218,40.729882,-74.007313
Multi-family home for sale,1050000,6,4,2134,40.623159,-73.907379
Condo for sale,399000,1,1,771,40.733515,-73.815302
Condo for sale,1095000,2,2,1200,40.706931,-74.008598
Condo for sale,1195000,1,1,600,40.738943,-74.001269
Condo for sale,815000,3,2,1039,40.607582,-73.981924
Condo for sale,3900000,2,2,1700,40.759209,-73.976088
Condo for sale,795000,2,1,759,40.774792,-73.95582
House for sale,970000,4,2,2185,40.677626,-73.808058
Co-op for sale,478000,1,1,750,40.634777,-74.031653
Multi-family home for sale,999000,8,3,3786,40.827391,-73.903137
House for sale,2499000,2,2,1471,40.76749,-73.95991
Condo for sale,460000,3,1,426,40.75301,-73.971295
House for sale,499000,2,1,992,40.896062,-73.844169
Condo for sale,534900,1,1,654,40.586986,-73.943489
Multi-family home for sale,865000,5,3,1720,40.64087,-73.913928
Condo for sale,1249000,4,2,1605,40.765481,-73.817873
Co-op for sale,495000,2,2,800,40.73652,-73.87008
Co-op for sale,338000,1,1,800,40.728261,-73.852283
Condo for sale,1650000,2,2,1168,40.684488,-73.974384
Condo for sale,1575000,1,2,1494,40.702988,-73.99078
Condo for sale,459000,3,1,489,40.752853,-73.823671
Co-op for sale,8100000,5,4,4000,40.778869,-73.962144
Multi-family home for sale,2200000,6,4,3240,40.707052,-73.923254
Co-op for sale,399000,1,1,681,40.635116,-74.031161
Co-op for sale,625000,2,1,1025,40.750167,-73.892461
Co-op for sale,375000,1,1,920,40.614285,-74.031573
Condo for sale,389990,2,1,886,40.579514,-74.107525
House for sale,700000,4,2,1890,40.885187,-73.854142
Townhouse for sale,499000,3,2,1332,40.616734,-74.157863
Condo for sale,375000,3,1,500,40.778149,-73.782075
Condo for sale,8950000,3,4,2367,40.741227,-73.998774
Condo for sale,3995000,3,3,1856,40.765249,-73.982486
Co-op for sale,695000,2,2,1800,40.759577,-73.964779
Multi-family home for sale,715000,4,2,2052,40.889813,-73.83793
House for sale,929888,3,2,1070,40.732592,-73.707766
House for sale,948000,3,2,1368,40.760406,-73.882048
Multi-family home for sale,1025000,7,2,2400,40.846495,-73.850834
Condo for sale,1345000,1,2,1010,40.776099,-73.944343
House for sale,634999,4,2,1732,40.902829,-73.852482
Co-op for sale,1675000,2,2,1150,40.74583,-73.999142
Condo for sale,3550000,4,4,2120,40.811551,-73.959759
Condo for sale,5500000,4,4,2670,40.725002,-73.993861
Multi-family home for sale,600000,6,2,1634,40.840364,-73.870081
Condo for sale,2750000,2,2,1856,40.773088,-73.953826
Co-op for sale,750000,2,1,920,40.739806,-73.982438
Co-op for sale,2150000,3,2,1800,40.77795,-73.959448
Condo for sale,3995000,1,2,1560,40.740302,-73.988173
Condo for sale,849000,2,2,937,40.630568,-73.97131
Condo for sale,995000,1,1,971,40.672524,-73.963122
Co-op for sale,899000,2,1,940,40.769187,-73.95448
Co-op for sale,519000,2,1,1100,40.581327,-73.954165
Co-op for sale,519000,2,1,1100,40.581327,-73.954165
Condo for sale,995000,1,1,971,40.672524,-73.963122
Co-op for sale,659000,1,1,860,40.763077,-73.9685
Multi-family home for sale,1080000,5,2,2570,40.836025,-73.818909
Condo for sale,1195000,1,2,1330,40.718718,-73.953389
Condo for sale,490000,1,1,730,40.575536,-73.973591
Co-op for sale,580000,1,1,712,40.769237,-73.958903
Townhouse for sale,465000,3,2,1365,40.638522,-74.164629
Condo for sale,7995000,4,4,2697,40.715351,-74.012844
Condo for sale,529000,3,1,367,40.705216,-74.008531
House for sale,749000,3,2,1080,40.626642,-74.15104
Condo for sale,654250,2,1,702,40.742771,-73.872752
Condo for sale,1350000,1,2,822,40.715296,-74.016067
Condo for sale,995000,1,1,971,40.672524,-73.963122
Co-op for sale,899000,2,1,940,40.769187,-73.95448
Co-op for sale,1950000,2,2,1350,40.779049,-73.984824
Co-op for sale,740000,2,2,800,40.788708,-73.970009
Condo for sale,654250,2,1,702,40.742771,-73.872752
Co-op for sale,275000,2,1,815,40.82487,-73.922983
House for sale,975000,3,2,1400,40.585666,-73.947245
Co-op for sale,279000,1,1,800,40.7152,-73.83611
Co-op for sale,189000,3,1,300,40.632771,-74.022251
Co-op for sale,3450000,3,4,1965,40.779477,-73.985426
Condo for sale,550000,2,2,721,40.730136,-73.871999
Multi-family home for sale,1499000,5,2,1520,40.758777,-73.790888
Condo for sale,2600000,3,2,1729,40.733031,-73.985037
House for sale,825900,3,2,1923,40.594143,-74.165867
Co-op for sale,370000,1,1,680,40.674716,-73.944828
House for sale,569000,2,1,840,40.665689,-73.877318
Multi-family home for sale,2300000,3,3,2355,40.59883,-73.985964
House for sale,799000,3,2,1989,40.65926,-73.926774
Condo for sale,2500000,2,2,1111,40.720853,-73.960909
Condo for sale,2600000,3,2,1729,40.733031,-73.985037
Multi-family home for sale,1380000,12,3,2681,40.712448,-73.800851
Condo for sale,499000,3,1,472,40.800382,-73.953136
Multi-family home for sale,1700000,3,7,7854,40.651222,-74.00578
Condo for sale,945000,2,2,903,40.816711,-73.94205
Condo for sale,598125,2,1,655,40.742771,-73.872752
Co-op for sale,349000,1,1,750,40.579147,-73.970949
